Member_number,Date,itemDescription,year,month,day,day_of_week
1330,2015-10-07,newspapers,2015,10,7,2
2293,2015-08-05,rolls/buns,2015,8,5,2
3718,2015-05-20,hamburger meat,2015,5,20,2
4338,2015-01-25,pip fruit,2015,1,25,6
3486,2015-08-11,canned beer,2015,8,11,1
3635,2015-04-09,grapes,2015,4,9,3
2857,2015-02-18,root vegetables,2015,2,18,2
3684,2015-08-13,citrus fruit,2015,8,13,3
3120,2015-10-20,cling film/bags,2015,10,20,1
3872,2015-03-19,frankfurter,2015,3,19,3
2777,2015-07-04,whole milk,2015,7,4,5
2702,2015-05-27,pork,2015,5,27,2
4796,2015-06-29,chicken,2015,6,29,0
1564,2015-10-23,sausage,2015,10,23,4
2740,2015-02-07,specialty bar,2015,2,7,5
1833,2015-04-13,whipped/sour cream,2015,4,13,0
1757,2015-12-23,root vegetables,2015,12,23,2
2975,2015-10-24,rolls/buns,2015,10,24,5
4032,2015-10-08,other vegetables,2015,10,8,3
3979,2015-09-16,citrus fruit,2015,9,16,2
3772,2015-09-03,whole milk,2015,9,3,3
4523,2015-10-28,frankfurter,2015,10,28,2
4004,2015-04-19,coffee,2015,4,19,6
2936,2015-08-06,ham,2015,8,6,3
2394,2015-06-21,canned beer,2015,6,21,6
4616,2015-08-16,canned beer,2015,8,16,6
2362,2015-08-07,canned beer,2015,8,7,4
3593,2015-03-11,pip fruit,2015,3,11,2
4389,2015-08-27,pork,2015,8,27,3
3206,2015-11-08,soap,2015,11,8,6
4601,2015-04-01,pip fruit,2015,4,1,2
4382,2015-11-13,beef,2015,11,13,4
2718,2015-08-06,sausage,2015,8,6,3
4691,2015-12-10,frozen chicken,2015,12,10,3
3735,2015-11-28,soda,2015,11,28,5
3900,2015-12-20,tropical fruit,2015,12,20,6
4959,2015-06-30,other vegetables,2015,6,30,1
1815,2015-08-30,beef,2015,8,30,6
2454,2015-08-04,meat,2015,8,4,1
4778,2015-01-15,meat,2015,1,15,3
2289,2015-04-11,bottled water,2015,4,11,5
1734,2015-07-13,rolls/buns,2015,7,13,0
4019,2015-05-02,pastry,2015,5,2,5
4605,2015-05-28,pork,2015,5,28,3
4864,2015-11-14,pip fruit,2015,11,14,5
4205,2015-02-22,beef,2015,2,22,6
1862,2015-03-08,beef,2015,3,8,6
1846,2015-07-19,rolls/buns,2015,7,19,6
2019,2015-05-28,citrus fruit,2015,5,28,3
2042,2015-11-19,meat,2015,11,19,3
1768,2015-05-26,beverages,2015,5,26,1
3847,2015-03-26,beef,2015,3,26,3
3557,2015-07-20,ham,2015,7,20,0
3975,2015-02-27,hamburger meat,2015,2,27,4
4198,2015-03-18,beef,2015,3,18,2
2580,2015-04-09,beef,2015,4,9,3
3474,2015-08-25,root vegetables,2015,8,25,1
1678,2015-11-14,citrus fruit,2015,11,14,5
4254,2015-08-14,yogurt,2015,8,14,4
4704,2015-08-21,tropical fruit,2015,8,21,4
3343,2015-10-05,frankfurter,2015,10,5,0
3812,2015-06-24,beef,2015,6,24,2
3093,2015-03-13,shopping bags,2015,3,13,4
2170,2015-06-18,canned beer,2015,6,18,3
4867,2015-10-29,rolls/buns,2015,10,29,3
3899,2015-03-23,other vegetables,2015,3,23,0
2941,2015-03-10,hamburger meat,2015,3,10,1
1958,2015-03-07,hamburger meat,2015,3,7,5
2760,2015-08-08,frankfurter,2015,8,8,5
4413,2015-03-08,bottled beer,2015,3,8,6
1737,2015-05-15,tropical fruit,2015,5,15,4
4202,2015-02-18,soda,2015,2,18,2
1065,2015-11-13,frankfurter,2015,11,13,4
3819,2015-06-28,chicken,2015,6,28,6
2854,2015-08-02,coffee,2015,8,2,6
4387,2015-09-16,whole milk,2015,9,16,2
4530,2015-12-04,margarine,2015,12,4,4
4191,2015-03-11,tropical fruit,2015,3,11,2
3102,2015-04-12,meat,2015,4,12,6
1946,2015-01-25,cream cheese ,2015,1,25,6
2156,2015-05-15,newspapers,2015,5,15,4
1444,2015-12-16,rolls/buns,2015,12,16,2
1699,2015-05-14,citrus fruit,2015,5,14,3
4954,2015-04-05,whole milk,2015,4,5,6
2207,2015-08-04,frankfurter,2015,8,4,1
4826,2015-01-28,ham,2015,1,28,2
2374,2015-08-06,frankfurter,2015,8,6,3
1604,2015-08-18,sausage,2015,8,18,1
4437,2015-11-29,domestic eggs,2015,11,29,6
2319,2015-10-05,whole milk,2015,10,5,0
3018,2015-06-27,rolls/buns,2015,6,27,5
1195,2015-09-28,whole milk,2015,9,28,0
1768,2015-04-09,sausage,2015,4,9,3
3017,2015-09-28,curd,2015,9,28,0
3384,2015-11-29,bottled water,2015,11,29,6
1918,2015-01-30,beef,2015,1,30,4
2524,2015-10-17,frankfurter,2015,10,17,5
2798,2015-06-17,chicken,2015,6,17,2
2096,2015-01-25,sausage,2015,1,25,6
1489,2015-03-13,pork,2015,3,13,4
1431,2015-07-20,yogurt,2015,7,20,0
2747,2015-05-07,whole milk,2015,5,7,3
3054,2015-03-22,frankfurter,2015,3,22,6
2691,2015-09-10,beef,2015,9,10,3
1752,2015-04-19,pip fruit,2015,4,19,6
3027,2015-09-15,sausage,2015,9,15,1
4452,2015-06-17,pastry,2015,6,17,2
4129,2015-08-13,chicken,2015,8,13,3
3523,2015-09-11,root vegetables,2015,9,11,4
2128,2015-11-02,whole milk,2015,11,2,0
4867,2015-03-02,detergent,2015,3,2,0
4762,2015-10-30,rolls/buns,2015,10,30,4
1632,2015-05-29,house keeping products,2015,5,29,4
4018,2015-11-17,yogurt,2015,11,17,1
1722,2015-07-13,tropical fruit,2015,7,13,0
1438,2015-10-19,tropical fruit,2015,10,19,0
3958,2015-10-27,curd,2015,10,27,1
3292,2015-09-13,beef,2015,9,13,6
2861,2015-02-23,whole milk,2015,2,23,0
1757,2015-02-24,pork,2015,2,24,1
1509,2015-12-30,other vegetables,2015,12,30,2
2364,2015-11-05,rolls/buns,2015,11,5,3
3084,2015-10-26,frankfurter,2015,10,26,0
1850,2015-02-17,yogurt,2015,2,17,1
1949,2015-03-17,whole milk,2015,3,17,1
4740,2015-02-10,bottled water,2015,2,10,1
1072,2015-10-23,frankfurter,2015,10,23,4
4196,2015-09-07,rolls/buns,2015,9,7,0
4814,2015-09-13,whole milk,2015,9,13,6
1514,2015-02-28,rolls/buns,2015,2,28,5
4584,2015-10-25,chicken,2015,10,25,6
2751,2015-03-02,tropical fruit,2015,3,2,0
4155,2015-09-24,sausage,2015,9,24,3
4670,2015-11-10,sausage,2015,11,10,1
4566,2015-07-27,frankfurter,2015,7,27,0
2371,2015-08-30,UHT-milk,2015,8,30,6
3442,2015-11-14,rolls/buns,2015,11,14,5
3090,2015-09-27,canned beer,2015,9,27,6
1457,2015-09-01,yogurt,2015,9,1,1
4952,2015-08-04,whipped/sour cream,2015,8,4,1
3165,2015-11-01,rolls/buns,2015,11,1,6
2608,2015-09-19,rolls/buns,2015,9,19,5
2040,2015-07-10,beverages,2015,7,10,4
1327,2015-09-08,rolls/buns,2015,9,8,1
3363,2015-07-01,rolls/buns,2015,7,1,2
1731,2015-09-09,bottled beer,2015,9,9,2
2760,2015-02-08,citrus fruit,2015,2,8,6
3120,2015-01-14,bottled water,2015,1,14,2
1332,2015-04-30,pastry,2015,4,30,3
4530,2015-12-09,domestic eggs,2015,12,9,2
3145,2015-02-23,beef,2015,2,23,0
1099,2015-08-13,spread cheese,2015,8,13,3
3188,2015-06-12,tropical fruit,2015,6,12,4
3748,2015-10-13,packaged fruit/vegetables,2015,10,13,1
4655,2015-03-31,whole milk,2015,3,31,1
1827,2015-01-05,meat,2015,1,5,0
2485,2015-02-17,onions,2015,2,17,1
4683,2015-01-15,frankfurter,2015,1,15,3
4358,2015-06-11,beef,2015,6,11,3
1931,2015-09-10,beef,2015,9,10,3
2490,2015-12-18,sausage,2015,12,18,4
4842,2015-08-12,chicken,2015,8,12,2
4616,2015-01-01,canned beer,2015,1,1,3
2810,2015-09-22,sausage,2015,9,22,1
2785,2015-10-18,tropical fruit,2015,10,18,6
3591,2015-07-20,frankfurter,2015,7,20,0
3896,2015-10-09,sausage,2015,10,9,4
3842,2015-01-07,beef,2015,1,7,2
2648,2015-10-07,tropical fruit,2015,10,7,2
4688,2015-02-10,yogurt,2015,2,10,1
3511,2015-08-26,frankfurter,2015,8,26,2
3084,2015-04-09,bottled beer,2015,4,9,3
3810,2015-07-05,grapes,2015,7,5,6
4348,2015-02-26,beverages,2015,2,26,3
3584,2015-10-03,curd,2015,10,3,5
2620,2015-11-06,ice cream,2015,11,6,4
2716,2015-01-18,sausage,2015,1,18,6
3797,2015-10-08,other vegetables,2015,10,8,3
2976,2015-02-06,dessert,2015,2,6,4
2762,2015-07-11,decalcifier,2015,7,11,5
3752,2015-04-25,canned beer,2015,4,25,5
1659,2015-11-30,coffee,2015,11,30,0
4109,2015-08-02,berries,2015,8,2,6
1542,2015-07-08,pork,2015,7,8,2
2068,2015-07-06,frankfurter,2015,7,6,0
4509,2015-06-14,pork,2015,6,14,6
4646,2015-06-14,frankfurter,2015,6,14,6
2122,2015-07-04,frozen dessert,2015,7,4,5
2730,2015-06-15,chicken,2015,6,15,0
1800,2015-07-31,vinegar,2015,7,31,4
1456,2015-09-18,rolls/buns,2015,9,18,4
1138,2015-02-09,whole milk,2015,2,9,0
4104,2015-12-06,pork,2015,12,6,6
4985,2015-02-28,rolls/buns,2015,2,28,5
3181,2015-12-13,grapes,2015,12,13,6
3178,2015-10-21,frankfurter,2015,10,21,2
1688,2015-10-11,finished products,2015,10,11,6
1488,2015-11-28,onions,2015,11,28,5
4975,2015-08-05,tropical fruit,2015,8,5,2
4697,2015-09-01,other vegetables,2015,9,1,1
4742,2015-11-01,ham,2015,11,1,6
2640,2015-04-22,other vegetables,2015,4,22,2
2548,2015-12-25,curd,2015,12,25,4
2825,2015-12-29,sausage,2015,12,29,1
2592,2015-04-07,canned beer,2015,4,7,1
3622,2015-12-28,ham,2015,12,28,0
4852,2015-08-21,packaged fruit/vegetables,2015,8,21,4
1839,2015-03-09,meat,2015,3,9,0
2413,2015-04-04,whole milk,2015,4,4,5
2982,2015-06-14,canned beer,2015,6,14,6
1981,2015-10-31,chicken,2015,10,31,5
4440,2015-09-21,rolls/buns,2015,9,21,0
3497,2015-11-24,pet care,2015,11,24,1
3668,2015-12-18,root vegetables,2015,12,18,4
4460,2015-05-28,pastry,2015,5,28,3
1335,2015-01-16,frankfurter,2015,1,16,4
4303,2015-07-12,chicken,2015,7,12,6
3508,2015-02-28,frozen dessert,2015,2,28,5
1959,2015-03-19,citrus fruit,2015,3,19,3
3856,2015-06-03,sausage,2015,6,3,2
3141,2015-07-29,root vegetables,2015,7,29,2
4640,2015-09-25,root vegetables,2015,9,25,4
4851,2015-05-25,bottled beer,2015,5,25,0
3306,2015-09-22,frankfurter,2015,9,22,1
2193,2015-08-04,root vegetables,2015,8,4,1
1156,2015-09-13,berries,2015,9,13,6
4596,2015-08-04,hamburger meat,2015,8,4,1
1245,2015-08-10,tropical fruit,2015,8,10,0
1515,2015-05-07,frankfurter,2015,5,7,3
2564,2015-07-14,frankfurter,2015,7,14,1
4527,2015-10-18,soda,2015,10,18,6
2487,2015-09-07,ice cream,2015,9,7,0
3420,2015-02-27,beef,2015,2,27,4
4442,2015-11-28,whole milk,2015,11,28,5
3164,2015-04-30,pork,2015,4,30,3
3601,2015-01-04,whole milk,2015,1,4,6
3176,2015-05-25,bottled beer,2015,5,25,0
2568,2015-07-22,pork,2015,7,22,2
1856,2015-10-26,root vegetables,2015,10,26,0
3859,2015-09-30,canned beer,2015,9,30,2
1668,2015-08-21,citrus fruit,2015,8,21,4
4499,2015-08-23,pip fruit,2015,8,23,6
1753,2015-08-21,root vegetables,2015,8,21,4
3829,2015-06-25,tropical fruit,2015,6,25,3
4825,2015-08-01,beef,2015,8,1,5
3694,2015-10-11,chicken,2015,10,11,6
4147,2015-02-01,citrus fruit,2015,2,1,6
2196,2015-09-10,meat,2015,9,10,3
2229,2015-05-22,cream cheese ,2015,5,22,4
4724,2015-03-09,citrus fruit,2015,3,9,0
3066,2015-11-10,specialty bar,2015,11,10,1
1120,2015-08-06,meat,2015,8,6,3
4769,2015-08-22,citrus fruit,2015,8,22,5
4711,2015-09-17,frankfurter,2015,9,17,3
2391,2015-06-22,citrus fruit,2015,6,22,0
1216,2015-04-03,turkey,2015,4,3,4
3154,2015-05-14,citrus fruit,2015,5,14,3
3911,2015-07-30,sausage,2015,7,30,3
3111,2015-10-15,newspapers,2015,10,15,3
1385,2015-11-26,whole milk,2015,11,26,3
1158,2015-03-21,yogurt,2015,3,21,5
2733,2015-07-22,yogurt,2015,7,22,2
4999,2015-12-26,bottled water,2015,12,26,5
2882,2015-12-06,berries,2015,12,6,6
2590,2015-06-25,packaged fruit/vegetables,2015,6,25,3
4249,2015-04-08,frankfurter,2015,4,8,2
3012,2015-03-05,nuts/prunes,2015,3,5,3
1533,2015-07-11,citrus fruit,2015,7,11,5
1667,2015-12-01,beef,2015,12,1,1
4323,2015-05-13,whole milk,2015,5,13,2
2087,2015-02-22,other vegetables,2015,2,22,6
1853,2015-05-31,beef,2015,5,31,6
2157,2015-10-29,fish,2015,10,29,3
1136,2015-10-29,other vegetables,2015,10,29,3
2049,2015-07-10,tropical fruit,2015,7,10,4
3122,2015-02-05,coffee,2015,2,5,3
2245,2015-05-15,sausage,2015,5,15,4
4746,2015-10-18,meat,2015,10,18,6
4224,2015-02-24,chicken,2015,2,24,1
4219,2015-03-19,berries,2015,3,19,3
2641,2015-01-01,frozen meals,2015,1,1,3
3173,2015-07-25,whipped/sour cream,2015,7,25,5
2191,2015-10-19,beef,2015,10,19,0
4212,2015-07-04,chicken,2015,7,4,5
1902,2015-01-12,chicken,2015,1,12,0
1347,2015-03-27,beef,2015,3,27,4
1578,2015-06-23,packaged fruit/vegetables,2015,6,23,1
1264,2015-11-23,sugar,2015,11,23,0
4632,2015-09-30,frankfurter,2015,9,30,2
3452,2015-01-11,berries,2015,1,11,6
4822,2015-10-02,bottled water,2015,10,2,4
3987,2015-06-18,sausage,2015,6,18,3
1672,2015-07-10,whole milk,2015,7,10,4
4864,2015-01-12,ice cream,2015,1,12,0
3368,2015-09-03,frankfurter,2015,9,3,3
1283,2015-09-22,root vegetables,2015,9,22,1
4428,2015-06-28,sausage,2015,6,28,6
2577,2015-10-25,sausage,2015,10,25,6
1973,2015-10-24,beef,2015,10,24,5
3284,2015-01-23,fruit/vegetable juice,2015,1,23,4
1905,2015-05-19,sugar,2015,5,19,1
2226,2015-09-03,berries,2015,9,3,3
1932,2015-04-09,yogurt,2015,4,9,3
4506,2015-11-08,pork,2015,11,8,6
1843,2015-11-27,bottled beer,2015,11,27,4
3973,2015-07-27,curd,2015,7,27,0
1651,2015-07-28,beef,2015,7,28,1
3997,2015-12-10,pork,2015,12,10,3
4796,2015-08-25,white bread,2015,8,25,1
1245,2015-09-24,grapes,2015,9,24,3
3579,2015-08-17,potato products,2015,8,17,0
4387,2015-10-02,root vegetables,2015,10,2,4
2496,2015-06-29,chicken,2015,6,29,0
3590,2015-03-28,chicken,2015,3,28,5
2890,2015-04-26,fish,2015,4,26,6
1401,2015-01-27,canned beer,2015,1,27,1
3297,2015-05-21,other vegetables,2015,5,21,3
2867,2015-12-23,chicken,2015,12,23,2
1365,2015-05-20,other vegetables,2015,5,20,2
2355,2015-07-24,tropical fruit,2015,7,24,4
1170,2015-03-19,whole milk,2015,3,19,3
3554,2015-03-21,beef,2015,3,21,5
4171,2015-01-26,sausage,2015,1,26,0
3963,2015-09-17,whole milk,2015,9,17,3
3076,2015-08-12,rolls/buns,2015,8,12,2
1629,2015-05-17,citrus fruit,2015,5,17,6
1366,2015-05-30,whole milk,2015,5,30,5
3677,2015-07-29,pastry,2015,7,29,2
2844,2015-05-21,tropical fruit,2015,5,21,3
4509,2015-09-28,sliced cheese,2015,9,28,0
3245,2015-11-05,soda,2015,11,5,3
2294,2015-06-22,ham,2015,6,22,0
1234,2015-11-20,salty snack,2015,11,20,4
3001,2015-12-24,whole milk,2015,12,24,3
3587,2015-05-08,root vegetables,2015,5,8,4
2700,2015-01-22,soda,2015,1,22,3
3838,2015-12-14,curd,2015,12,14,0
4045,2015-12-22,bottled water,2015,12,22,1
1858,2015-04-25,packaged fruit/vegetables,2015,4,25,5
2280,2015-11-01,tropical fruit,2015,11,1,6
2454,2015-06-04,ham,2015,6,4,3
4437,2015-09-10,pork,2015,9,10,3
1685,2015-03-30,beverages,2015,3,30,0
2349,2015-02-26,sausage,2015,2,26,3
1463,2015-12-24,sausage,2015,12,24,3
3470,2015-02-19,root vegetables,2015,2,19,3
4914,2015-11-29,whole milk,2015,11,29,6
2448,2015-08-31,frankfurter,2015,8,31,0
3387,2015-10-05,soda,2015,10,5,0
3167,2015-04-11,soda,2015,4,11,5
3175,2015-03-17,frankfurter,2015,3,17,1
2678,2015-09-21,berries,2015,9,21,0
4627,2015-12-18,canned beer,2015,12,18,4
1773,2015-10-17,frankfurter,2015,10,17,5
3100,2015-05-23,frankfurter,2015,5,23,5
3232,2015-05-29,berries,2015,5,29,4
3673,2015-12-08,frankfurter,2015,12,8,1
4068,2015-11-19,newspapers,2015,11,19,3
2340,2015-07-10,frozen fish,2015,7,10,4
1930,2015-01-03,tropical fruit,2015,1,3,5
3526,2015-02-06,beef,2015,2,6,4
1617,2015-10-02,rolls/buns,2015,10,2,4
1028,2015-11-07,specialty chocolate,2015,11,7,5
4440,2015-01-12,sparkling wine,2015,1,12,0
3554,2015-07-23,citrus fruit,2015,7,23,3
1632,2015-12-15,onions,2015,12,15,1
1429,2015-07-02,whole milk,2015,7,2,3
1225,2015-05-20,photo/film,2015,5,20,2
2509,2015-07-15,hamburger meat,2015,7,15,2
4945,2015-02-08,other vegetables,2015,2,8,6
4342,2015-03-18,whole milk,2015,3,18,2
1832,2015-09-28,pork,2015,9,28,0
1518,2015-06-21,tropical fruit,2015,6,21,6
1512,2015-09-20,chicken,2015,9,20,6
4818,2015-03-20,other vegetables,2015,3,20,4
4686,2015-08-19,sausage,2015,8,19,2
4986,2015-01-02,whole milk,2015,1,2,4
2755,2015-06-02,rolls/buns,2015,6,2,1
4532,2015-11-29,hygiene articles,2015,11,29,6
2070,2015-08-16,ice cream,2015,8,16,6
1894,2015-09-05,curd,2015,9,5,5
3473,2015-01-25,whole milk,2015,1,25,6
2140,2015-09-28,onions,2015,9,28,0
3286,2015-12-23,finished products,2015,12,23,2
4729,2015-08-04,salt,2015,8,4,1
3204,2015-02-20,tropical fruit,2015,2,20,4
1574,2015-04-18,other vegetables,2015,4,18,5
3361,2015-07-22,chocolate,2015,7,22,2
1776,2015-02-25,ice cream,2015,2,25,2
2009,2015-11-10,tropical fruit,2015,11,10,1
3479,2015-03-24,frankfurter,2015,3,24,1
2394,2015-11-22,butter,2015,11,22,6
1337,2015-12-25,other vegetables,2015,12,25,4
3574,2015-06-13,tropical fruit,2015,6,13,5
1727,2015-07-18,citrus fruit,2015,7,18,5
1016,2015-05-10,UHT-milk,2015,5,10,6
4326,2015-01-21,beef,2015,1,21,2
2212,2015-09-22,curd,2015,9,22,1
1990,2015-01-08,citrus fruit,2015,1,8,3
3836,2015-06-12,yogurt,2015,6,12,4
4560,2015-01-07,bottled beer,2015,1,7,2
1119,2015-04-02,grapes,2015,4,2,3
1379,2015-05-18,pork,2015,5,18,0
1658,2015-03-09,sausage,2015,3,9,0
2948,2015-06-16,frankfurter,2015,6,16,1
1273,2015-04-05,artif. sweetener,2015,4,5,6
1155,2015-12-27,frankfurter,2015,12,27,6
1672,2015-05-02,pip fruit,2015,5,2,5
3841,2015-02-04,frankfurter,2015,2,4,2
1683,2015-08-20,whole milk,2015,8,20,3
1774,2015-07-08,domestic eggs,2015,7,8,2
4441,2015-06-17,packaged fruit/vegetables,2015,6,17,2
1929,2015-02-05,chicken,2015,2,5,3
1273,2015-01-31,pork,2015,1,31,5
2920,2015-11-10,citrus fruit,2015,11,10,1
2467,2015-04-18,light bulbs,2015,4,18,5
2678,2015-11-28,cream cheese ,2015,11,28,5
3423,2015-02-06,sausage,2015,2,6,4
4223,2015-07-19,citrus fruit,2015,7,19,6
2846,2015-09-23,other vegetables,2015,9,23,2
4103,2015-07-26,chicken,2015,7,26,6
4789,2015-02-05,ice cream,2015,2,5,3
4916,2015-02-26,pork,2015,2,26,3
2518,2015-03-05,pork,2015,3,5,3
2622,2015-07-03,onions,2015,7,3,4
4321,2015-01-29,tropical fruit,2015,1,29,3
2050,2015-06-28,whipped/sour cream,2015,6,28,6
2146,2015-06-20,berries,2015,6,20,5
3938,2015-05-26,berries,2015,5,26,1
1636,2015-09-19,rolls/buns,2015,9,19,5
4694,2015-07-29,ice cream,2015,7,29,2
2432,2015-07-07,coffee,2015,7,7,1
4937,2015-05-18,whole milk,2015,5,18,0
1293,2015-01-03,whole milk,2015,1,3,5
2883,2015-02-17,citrus fruit,2015,2,17,1
2267,2015-01-30,beef,2015,1,30,4
3997,2015-09-06,pork,2015,9,6,6
4792,2015-07-20,turkey,2015,7,20,0
2292,2015-03-25,margarine,2015,3,25,2
1018,2015-05-23,butter milk,2015,5,23,5
4922,2015-02-13,beef,2015,2,13,4
3151,2015-09-25,bottled water,2015,9,25,4
2517,2015-04-07,pip fruit,2015,4,7,1
1499,2015-05-17,whole milk,2015,5,17,6
4993,2015-01-21,chocolate,2015,1,21,2
1606,2015-11-11,frankfurter,2015,11,11,2
2918,2015-10-08,whole milk,2015,10,8,3
1815,2015-01-13,sausage,2015,1,13,1
4524,2015-05-07,grapes,2015,5,7,3
1395,2015-11-06,brown bread,2015,11,6,4
3456,2015-06-16,root vegetables,2015,6,16,1
1597,2015-05-02,UHT-milk,2015,5,2,5
2315,2015-02-05,onions,2015,2,5,3
4095,2015-09-29,beef,2015,9,29,1
3680,2015-11-24,pork,2015,11,24,1
2847,2015-11-23,canned beer,2015,11,23,0
3426,2015-10-25,yogurt,2015,10,25,6
4750,2015-04-08,yogurt,2015,4,8,2
1384,2015-09-08,pip fruit,2015,9,8,1
3120,2015-09-08,meat,2015,9,8,1
1081,2015-04-25,coffee,2015,4,25,5
1171,2015-05-05,bottled water,2015,5,5,1
4932,2015-08-07,bottled beer,2015,8,7,4
4189,2015-11-09,sausage,2015,11,9,0
4455,2015-09-09,shopping bags,2015,9,9,2
2928,2015-11-02,pork,2015,11,2,0
4817,2015-03-18,frankfurter,2015,3,18,2
4257,2015-06-28,ice cream,2015,6,28,6
4254,2015-07-20,root vegetables,2015,7,20,0
4071,2015-09-19,sausage,2015,9,19,5
2109,2015-10-28,sausage,2015,10,28,2
1412,2015-05-07,root vegetables,2015,5,7,3
4088,2015-09-23,canned vegetables,2015,9,23,2
4056,2015-10-20,tropical fruit,2015,10,20,1
4441,2015-05-05,grapes,2015,5,5,1
4363,2015-01-07,whole milk,2015,1,7,2
2107,2015-11-27,frankfurter,2015,11,27,4
2941,2015-02-23,dessert,2015,2,23,0
1497,2015-07-26,shopping bags,2015,7,26,6
2211,2015-01-01,butter,2015,1,1,3
3510,2015-02-01,frankfurter,2015,2,1,6
4074,2015-05-27,pork,2015,5,27,2
3190,2015-11-21,whole milk,2015,11,21,5
2297,2015-01-03,brown bread,2015,1,3,5
3311,2015-01-07,frozen fish,2015,1,7,2
3085,2015-01-21,soda,2015,1,21,2
3693,2015-11-16,whole milk,2015,11,16,0
4859,2015-07-07,pork,2015,7,7,1
2125,2015-06-25,whipped/sour cream,2015,6,25,3
2261,2015-04-04,frankfurter,2015,4,4,5
3679,2015-11-27,grapes,2015,11,27,4
4165,2015-08-18,sausage,2015,8,18,1
3538,2015-01-03,citrus fruit,2015,1,3,5
3913,2015-02-19,ham,2015,2,19,3
2336,2015-04-14,chewing gum,2015,4,14,1
3549,2015-01-08,beef,2015,1,8,3
4434,2015-09-21,beef,2015,9,21,0
2854,2015-08-02,other vegetables,2015,8,2,6
3413,2015-08-02,frankfurter,2015,8,2,6
1780,2015-10-13,canned fish,2015,10,13,1
2899,2015-06-09,sausage,2015,6,9,1
2106,2015-08-13,bottled water,2015,8,13,3
3929,2015-07-30,specialty cheese,2015,7,30,3
3857,2015-01-10,bottled water,2015,1,10,5
4459,2015-12-18,bottled water,2015,12,18,4
4551,2015-07-28,chicken,2015,7,28,1
4042,2015-12-17,frankfurter,2015,12,17,3
2599,2015-06-05,chicken,2015,6,5,4
1045,2015-11-25,chicken,2015,11,25,2
4677,2015-01-24,butter,2015,1,24,5
1580,2015-06-14,citrus fruit,2015,6,14,6
3269,2015-07-10,whipped/sour cream,2015,7,10,4
4368,2015-01-29,frankfurter,2015,1,29,3
1111,2015-11-20,beef,2015,11,20,4
4841,2015-09-13,chicken,2015,9,13,6
3047,2015-07-09,sausage,2015,7,9,3
4349,2015-03-14,citrus fruit,2015,3,14,5
3580,2015-11-24,ice cream,2015,11,24,1
2370,2015-07-18,specialty chocolate,2015,7,18,5
3094,2015-06-28,frankfurter,2015,6,28,6
1146,2015-12-09,pork,2015,12,9,2
2287,2015-12-16,UHT-milk,2015,12,16,2
3911,2015-08-23,UHT-milk,2015,8,23,6
4891,2015-04-19,cookware,2015,4,19,6
4837,2015-02-12,citrus fruit,2015,2,12,3
4464,2015-10-21,sausage,2015,10,21,2
2940,2015-10-18,frankfurter,2015,10,18,6
4972,2015-06-02,citrus fruit,2015,6,2,1
4890,2015-03-07,ham,2015,3,7,5
4295,2015-07-17,ham,2015,7,17,4
2729,2015-09-24,bottled water,2015,9,24,3
1125,2015-11-19,popcorn,2015,11,19,3
1850,2015-11-01,tropical fruit,2015,11,1,6
2928,2015-09-22,frankfurter,2015,9,22,1
3717,2015-05-30,hamburger meat,2015,5,30,5
3809,2015-03-24,soda,2015,3,24,1
3437,2015-02-02,sausage,2015,2,2,0
1481,2015-01-17,yogurt,2015,1,17,5
1050,2015-04-05,meat,2015,4,5,6
2918,2015-03-16,red/blush wine,2015,3,16,0
4499,2015-08-08,UHT-milk,2015,8,8,5
4117,2015-06-01,brown bread,2015,6,1,0
1630,2015-05-22,semi-finished bread,2015,5,22,4
3715,2015-11-05,whole milk,2015,11,5,3
3512,2015-11-17,cat food,2015,11,17,1
1197,2015-04-27,citrus fruit,2015,4,27,0
3958,2015-04-03,citrus fruit,2015,4,3,4
4890,2015-09-14,meat,2015,9,14,0
3112,2015-05-19,rolls/buns,2015,5,19,1
4502,2015-11-22,root vegetables,2015,11,22,6
4719,2015-01-06,tropical fruit,2015,1,6,1
1516,2015-01-28,brown bread,2015,1,28,2
4281,2015-10-18,shopping bags,2015,10,18,6
1566,2015-04-30,grapes,2015,4,30,3
